	oid	name_org	oc_id	Business	Group	Industry	name_concept	acronym	canon_oid
11768	229218	HEALTH NET COMMUNITY SOLUTIONS INC (AN AFFILIATE OF CENTENE MANAGEMENT COMPANY LLC)	-3341	Uncoded	Uncoded	Uncoded	Centene Management Company, LLC		32839.0
11769	229219	HEALTH NET COMMUNITY SOLUTIONS, INC.	-3341	Uncoded	Uncoded	Uncoded	Centene Management Company, LLC		32839.0
11770	229220	HEALTH NET COMPANIES	-3341	HMOs	Health	Health Services	Centene Management Company, LLC		32839.0
11771	229221	HEALTH NET COMPANIES & CALIFORNIA HEALTH & WELLNESS		HMOs	Health	Health Services			
11772	229222	HEALTH NET COMPANIES & CALIFORNIA HEALTH & WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.	-3341	HMOs	Health	Health Services	Centene Management Company, LLC		32839.0
11773	229223	HEALTH NET COMPANIES AND CA HEALTH & WELLNESS WHOLLY OWNED SUBSIDIARIES OF CENTENE INC #491212	-3341	HMOs	Health	Health Services	Centene Management Company, LLC		32839.0
11774	229224	HEALTH NET COMPANIES AND CALIFORNIA AND WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.	-3341	HMOs	Health	Health Services	Centene Management Company, LLC		32839.0
11775	229225	HEALTH NET COMPANIES AND CALIFORNIA HEALTH & WELLNESS, SUBSIDIARIES OF CENTENE INC	-3341	HMOs	Health	Health Services	Centene Management Company, LLC		32839.0
11776	229226	HEALTH NET COMPANIES AND CALIFORNIA HEALTH & WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.(DANIEL CHICK, SR.)	-3341	HMOs	Health	Health Services	Centene Management Company, LLC		32839.0
11777	229227	HEALTH NET COMPANIES AND CALIFORNIA HEALTH AND WELLNESS / CENTENE MANAGEMENT COMPANY, LLC	-3341	HMOs	Health	Health Services	Centene Management Company, LLC		32839.0
11778	229228	HEALTH NET COMPANIES, CA HLTH & WELLNESS, SUBSIDIARIES OF CENTENE INC.	-3341	HMOs	Health	Health Services	Centene Management Company, LLC		32839.0
11779	229229	HEALTH SOURCE MSO INC.		Uncoded	Uncoded	Uncoded			
11780	229230	HEALTHCARE CONGLOMERATE ASSOCIATES		Uncoded	Uncoded	Uncoded			
11781	229231	HEALTHCARE MEDICAL PHARMACY		Uncoded	Uncoded	Uncoded			
11782	229232	HEALTHY FOOD CORP		Uncoded	Uncoded	Uncoded			
11783	229233	HEALTHY VALLEY MANAGEMENT SERVICES		Uncoded	Uncoded	Uncoded			
11784	229234	HEARING HEALTHCARE PROVIDERS - CA		Uncoded	Uncoded	Uncoded			
11785	229235	HEART VASCULAR AND LEG CENTER		Uncoded	Uncoded	Uncoded			
11786	229236	HEARTS 4 HEROES USA		Uncoded	Uncoded	Uncoded			
11787	229237	HEAT & FROST INSULATORS & ASBESTOS & ASBESTOS WORKERS LOCAL 5	-6215	Construction unions	Labor	General Trade Unions	International Association of Heat and Frost Insulators and Allied Workers		51345.0
11788	229238	HEAT & FROST INSULATORS & ASBESTOS WORKERS LOCAL 5 - PAC	-6215	Construction unions	Labor	General Trade Unions	International Association of Heat and Frost Insulators and Allied Workers		51345.0
11789	229239	HEAT & FROST INSULATORS AND ALLIED WORKERS #16 PAC	-6215	Uncoded	Uncoded	Uncoded	International Association of Heat and Frost Insulators and Allied Workers		51345.0
11790	229240	HEAT AND FROST INSULATORS & ALLIED WORKERS LOCAL 5	-6215	Construction unions	Labor	General Trade Unions	International Association of Heat and Frost Insulators and Allied Workers		51345.0
11791	229241	HEAT AND FROST INSULATORS AND ASBESTOS WORKERS LOCAL 5 - PAC SMALL CONTRIBUTOR COMMITTEE	-6215	Uncoded	Uncoded	Uncoded	International Association of Heat and Frost Insulators and Allied Workers		51345.0
11792	229242	HEATEFLEX CORP.		Uncoded	Uncoded	Uncoded			
11793	229243	HEATH FLORA FOR ASSEMBLY 2018		Candidate committees	Candidate Contributions	Candidate Committees			
11794	229244	HEATH FLORA FOR ASSEMBLY 2020		Candidate committees	Candidate Contributions	Candidate Committees			
11795	229245	HEATH FLORA FOR ASSEMBLY OF 2020		Uncoded	Uncoded	Uncoded			
11796	229246	HEAVENLY PANCAKES		Uncoded	Uncoded	Uncoded			
11797	229247	HEAVENLY VALLEY, LIMITED PARTNERSHIP		Uncoded	Uncoded	Uncoded			
11798	229248	HEBEI SILICON VALLEY INNOVATION PARK, INC.		Uncoded	Uncoded	Uncoded			
11799	229249	HECTOR A CASTILLO DBA ECM GROUP INC.		Uncoded	Uncoded	Uncoded			
11800	229250	HEDRICK'S CHEVROLET		Uncoded	Uncoded	Uncoded			
11801	229251	HEFT FOR CITY COUNCIL		Uncoded	Uncoded	Uncoded			
11802	229252	HEGAN LANE PARTNERSHIP		Uncoded	Uncoded	Uncoded			
11803	229253	HEIDI PRESIDENTIAL GARDEN GROUP, INC.		Uncoded	Uncoded	Uncoded			
11804	229254	HEIMARK DISTRIBUTING, INC		Uncoded	Uncoded	Uncoded			
11805	229255	HELL'S KITCHEN GEOTHERMAL, LLC		Uncoded	Uncoded	Uncoded			
11806	229256	HELL'S KITCHEN GEOTHERMAL, LLC(JIM TURNER)		Uncoded	Uncoded	Uncoded			
11807	229257	HELLO AUTO GROUP		Uncoded	Uncoded	Uncoded			
11808	229258	HELLO SAIGON NHO HD INC.		Uncoded	Uncoded	Uncoded			
11809	229259	HELPING HAND HOME REPAIR		Uncoded	Uncoded	Uncoded			
11810	229260	HEMET LAND MANAGEMENT, INC.		Uncoded	Uncoded	Uncoded			
11811	229261	HEMME HAY & FEED INC.		Uncoded	Uncoded	Uncoded			
11812	229262	HENDRICK'S CHEVORLET		Uncoded	Uncoded	Uncoded			
11813	229263	HENGLI LIU CAREGIVER		Uncoded	Uncoded	Uncoded			
11814	229264	HENLE ASSOCIATES, INC.		Uncoded	Uncoded	Uncoded			
11815	229265	HENNESSY'S AUTO REPAIR		Uncoded	Uncoded	Uncoded			
11816	229266	HENRY G. WYKOWSKI & ASSOCIATES ATTORNEYS AT LAW		Uncoded	Uncoded	Uncoded			
11817	229267	HENRY STERN FOR SENATE 2020		Candidate committees	Candidate Contributions	Candidate Committees			
11818	229268	HERA TONG GUTIERREZ DBA STATE FARM INSURANCE		Property & casualty insurance	Finance, Insurance & Real Estate	Insurance			
11819	229269	HERBALIFE INTERNATIONAL INC. FEDERAL PAC		Uncoded	Uncoded	Uncoded			
11820	229270	HERBALIFE INTERNATIONAL INC. PAC		Nutritional & dietary supplements	Health	Pharmaceuticals & Health Products			
11821	229271	HERBALIFE INTERNATIONAL INC. PAC (FED PAC ID C00393298)		Uncoded	Uncoded	Uncoded			
11822	229272	HERDMAN FOR CITY COUNCIL 2020		Candidate committees	Candidate Contributions	Candidate Committees			
11823	229273	HERGER GAS		Uncoded	Uncoded	Uncoded			
11824	229274	HERITAGE HOMES MANAGEMENT		Uncoded	Uncoded	Uncoded			
11825	229275	HERITAGE HOMES MANAGEMENT, LLC		Uncoded	Uncoded	Uncoded			
11826	229276	HERITAGE OAK DENTAL		Uncoded	Uncoded	Uncoded			
11827	229277	HERITAGE PALMS REPUBLICAN CLUB		Uncoded	Uncoded	Uncoded			
11828	229278	HERMOSA CYCLERY, INC.		Uncoded	Uncoded	Uncoded			
11829	229279	HERNDON BUSINESS PARK OPERATIONS		Uncoded	Uncoded	Uncoded			
11830	229280	HERNDON FIR PARTNERS, LLC		Uncoded	Uncoded	Uncoded			
11831	229281	HERRERA & COMPANY		Uncoded	Uncoded	Uncoded			
11832	229282	HERRERA & JUELLE LLP		Uncoded	Uncoded	Uncoded			
11833	229283	HERTZBERG FOR CONTROLLER 2022		Candidate committees	Candidate Contributions	Candidate Committees			
11834	229284	HERTZBERG FOR STATE CONTROLLER 2022		Candidate committees	Candidate Contributions	Candidate Committees			
11835	229285	HERUMCRABTREESUNTAG		Uncoded	Uncoded	Uncoded			
11836	229286	HERWOOD BUILDING SUPPLIES / BUNDY CANYON SUPER STORAGE		Uncoded	Uncoded	Uncoded			
11837	229287	HEWGILL, COBB & LOCKARD, APC		Uncoded	Uncoded	Uncoded			
11838	229288	HEWLETT PACKARD (HP INC.)	-6247	Electronics manufacturing & services	Communications & Electronics	Electronics Manufacturing & Services	Hewlett-Packard Company		1595.0
11839	229289	HEWLETT PACKARD / HEWLETT PACKARD ENTERPRISE COMPANY	-6247	Electronics manufacturing & services	Communications & Electronics	Electronics Manufacturing & Services	Hewlett-Packard Company		1595.0
11840	229290	HEWLETT PACKARD COMPANY / HEWLETT PACKARD ENTERPRISE CO.	-6247	Electronics manufacturing & services	Communications & Electronics	Electronics Manufacturing & Services	Hewlett-Packard Company		1595.0
11841	229291	HEWLETT PACKARD ENTERPRISE, INC.	-6247	Uncoded	Uncoded	Uncoded	Hewlett-Packard Company		1595.0
11842	229292	HEWLETT-PACKARD CO. (HP INC.)	-6247	Electronics manufacturing & services	Communications & Electronics	Electronics Manufacturing & Services	Hewlett-Packard Company		1595.0
11843	229293	HEWLETT-PACKARD, INC.	-6247	Electronics manufacturing & services	Communications & Electronics	Electronics Manufacturing & Services	Hewlett-Packard Company		1595.0
11844	229294	HEY SALTY, INC.		Uncoded	Uncoded	Uncoded			
11845	229295	HG TRUCKLINES INC.		Uncoded	Uncoded	Uncoded			
11846	229296	HI-DESERT TRUCK DRIVING SCHOOL INC		Uncoded	Uncoded	Uncoded			
11847	229297	HICKS LAND LLC		Uncoded	Uncoded	Uncoded			
11848	229298	HIEROGRAPHYX, LLC( )		Uncoded	Uncoded	Uncoded			
11849	229299	HIGH DESERT DAIRY LLC		Uncoded	Uncoded	Uncoded			
11850	229300	HIGH GRADE VENTURES, INC		Uncoded	Uncoded	Uncoded			
11851	229301	HIGH RIDGE RANCH		Uncoded	Uncoded	Uncoded			
11852	229302	HIGH TOWER INC.		Uncoded	Uncoded	Uncoded			
11853	229303	HIGHLAND FAIRVIEW OPERATING CO.		Uncoded	Uncoded	Uncoded			
11854	229304	HIGHLAND FAIRVIEW OPERATING CO., INCLUDING AFFILIATED ENTITY HIGHLAND FAIRVIEW PROPERTIES, A DELAWARE PARTNERSHIP		Uncoded	Uncoded	Uncoded			
11855	229305	HIGHLANDS AT SYCAMORE CREEK, LLC		Uncoded	Uncoded	Uncoded			
11856	229306	HIGHLANDS ENERGY SERVICES		Uncoded	Uncoded	Uncoded			
11857	229307	HIGHT TOWER INC		Uncoded	Uncoded	Uncoded			
11858	229308	HIGHWAY 70 INDUSTRIAL PARK		Uncoded	Uncoded	Uncoded			
11859	229309	HILBERS INC		Uncoded	Uncoded	Uncoded			
11860	229310	HILL CHURCH, LLC		Uncoded	Uncoded	Uncoded			
11861	229311	HILL VIEW PACKING COMPANY INC		Uncoded	Uncoded	Uncoded			
11862	229312	HILLSBOROUGH NORTH, LLC(BILL BUNCE)		Uncoded	Uncoded	Uncoded			
11863	229313	HILMAR CHEESE COMPANY, INC.		Uncoded	Uncoded	Uncoded			
11864	229314	HILTON STOCKTON		Uncoded	Uncoded	Uncoded			
11865	229315	HIMLIN REALTY INC		Uncoded	Uncoded	Uncoded			
11866	229316	HIMS INC.		Uncoded	Uncoded	Uncoded			
11867	229317	HIMS, INC.		Uncoded	Uncoded	Uncoded			
11868	229318	HIP SO-CAL PROPERTIES LLC(TIMOTHY HOWARD)		Uncoded	Uncoded	Uncoded			
11869	229319	HIRAHARA		Uncoded	Uncoded	Uncoded			
11870	229320	HITCHINGS RANCH		Uncoded	Uncoded	Uncoded			
11871	229321	HK CABINET & STONE		Uncoded	Uncoded	Uncoded			
11872	229322	HKC LAW GROUP APC		Uncoded	Uncoded	Uncoded			
11873	229323	HL PENINSULA PEARL, INC.		Uncoded	Uncoded	Uncoded			
11874	229324	HMS HOLDINGS CORP PAC		Accident & health insurance	Finance, Insurance & Real Estate	Insurance			
11875	229325	HMS HOLDINGS CORPORATION FEDERAL PAC		Accident & health insurance	Finance, Insurance & Real Estate	Insurance			
11876	229326	HMS HOLDINGS, CORP. PAC		Accident & health insurance	Finance, Insurance & Real Estate	Insurance			
11877	229327	HNTB HOLDINGS LTD PAC (FED PAC ID #C00386029)	-6300	Uncoded	Uncoded	Uncoded	HNTB Corporation		3463.0
11878	229328	HNTB HOLDINGS LTD. PAC (FEC ID#C00386029)	-6300	Engineering, architecture & construction management services	Construction	Construction Services	HNTB Corporation		3463.0
11879	229329	HNTB HOLDINGS LTD. PAC FEC ID #C00386029	-6300	Engineering, architecture & construction management services	Construction	Construction Services	HNTB Corporation		3463.0
11880	229330	HNTB HOLDINGS PAC	-6300	Engineering, architecture & construction management services	Construction	Construction Services	HNTB Corporation		3463.0
11881	229331	HOBACK, LLC		Uncoded	Uncoded	Uncoded			
11882	229332	HOCEAN INC		Uncoded	Uncoded	Uncoded			
11883	229333	HOCHHAUSER BLATTER ARCHITECTS INC.		Architectural services	Construction	Construction Services			
11884	229334	HODSON & MULLIN		Uncoded	Uncoded	Uncoded			
11885	229335	HOI LAW		Uncoded	Uncoded	Uncoded			
11886	229336	HOLDEN FOR ASSEMBLY 2020		Candidate committees	Candidate Contributions	Candidate Committees			
11887	229337	HOLDEN FOR ASSEMBLY 2022		Candidate committees	Candidate Contributions	Candidate Committees			
11888	229338	HOLE IN ONE MANAGEMENT		Uncoded	Uncoded	Uncoded			
11889	229339	HOLISTIC MEDICAL CLINIC		Uncoded	Uncoded	Uncoded			
11890	229340	HOLISTIC STRATEGIES COACHING & CONSULTING LLC (OSCAR DE LA TORRE)		Uncoded	Uncoded	Uncoded			
11891	229341	HOLLAND & KNIGHT LLP CALIFORNIA COMMITTEE FOR EFFECTIVE GOV., INC.		Attorneys & law firms	Lawyers & Lobbyists	Lawyers & Lobbyists			
11892	229342	HOLLAND & KNIGHT LLP CALIFORNIA COMMITTEE FOR EFFECTIVE GOVERNMENT		Attorneys & law firms	Lawyers & Lobbyists	Lawyers & Lobbyists			
11893	229343	HOLLAND GOVERNMENT AFFAIRS LLC		Real estate developers & subdividers	Finance, Insurance & Real Estate	Real Estate			
11894	229344	HOLLIDAY DEVELOPMENT, LLC		Uncoded	Uncoded	Uncoded			
11895	229345	HOLLIDAY ROCK CO, INC.		Stone, clay, glass & concrete products	Construction	Building Materials & Equipment			
11896	229346	HOLLOWAY LAND COMPANY, INC.		Uncoded	Uncoded	Uncoded			
11897	229347	HOLLY ELECTRIC INC. DBA BREA ELECTRIC CO.		Uncoded	Uncoded	Uncoded			
11898	229348	HOLLY J. MITCHELL FOR SECRETARY OF STATE 2022		Candidate committees	Candidate Contributions	Candidate Committees			
11899	229349	HOLLYWOOD PARK CASINO CO	-6319	Casinos, racetracks & gambling	General Business	Gambling & Casinos	Hollywood Park Casino Company LLC 		5545.0
11900	229350	HOLLYWOOD PARK CASINO CO INC	-6319	Casinos, racetracks & gambling	General Business	Gambling & Casinos	Hollywood Park Casino Company LLC 		5545.0
11901	229351	HOLLYWOOD PARK CASINO COMPANY LLC (DAVID BARRIOS)	-6319	Uncoded	Uncoded	Uncoded	Hollywood Park Casino Company LLC 		5545.0
11902	229352	HOLLYWOOD PARK CASINO COMPANY LLC (TERRENCE E FANCHER)	-6319	Uncoded	Uncoded	Uncoded	Hollywood Park Casino Company LLC 		5545.0
11903	229353	HOLLYWOOD PARK CASINO COMPANY LLC(DEVIN KUMAR)	-6319	Uncoded	Uncoded	Uncoded	Hollywood Park Casino Company LLC 		5545.0
11904	229354	HOLLYWOOD PARK CASINO COMPANY. LLC(TERRENCE FANCHER)	-6319	Uncoded	Uncoded	Uncoded	Hollywood Park Casino Company LLC 		5545.0
11905	229355	HOLLYWOOD PARK CASINO LLC( )	-6319	Uncoded	Uncoded	Uncoded	Hollywood Park Casino Company LLC 		5545.0
11906	229356	HOLMAN INVESTORS LLC		Uncoded	Uncoded	Uncoded			
11907	229357	HOLT CONSTRUCTION		Uncoded	Uncoded	Uncoded			
11908	229358	HOLYCROSS MEMORIAL SERVICES, INC. / HOLYCROSS FUNERAL HOME AND CREMATORY, INC.		Uncoded	Uncoded	Uncoded			
11909	229359	HOMAL INVESTORS, LLC		Uncoded	Uncoded	Uncoded			
11910	229360	HOME AWAY INC.		Uncoded	Uncoded	Uncoded			
11911	229361	HOME BUILDERS ASSOCIATION OF KERN COUNTY PAC		Uncoded	Uncoded	Uncoded			
11912	229362	HOME BUILDERS ASSOCIATION OF THE CENTRAL COAST PAC		Uncoded	Uncoded	Uncoded			
11913	229363	HOME DEPOT INC. PAC (FED)	-11701	Hardware & building materials stores	General Business	Retail Sales	The Home Depot		1862.0
11914	229364	HOME DEPOT STORE SUPPORT LLC	-11701	Hardware & building materials stores	General Business	Retail Sales	The Home Depot		1862.0
11915	229365	HOME FELDMAN		Uncoded	Uncoded	Uncoded			
11916	229366	HOME FLOORING PLUS INC		Uncoded	Uncoded	Uncoded			
11917	229367	HOME LIDDLE		Uncoded	Uncoded	Uncoded			
11918	229368	HOME MOTORS SALES AND SERVICES		Uncoded	Uncoded	Uncoded			
11919	229369	HOME SURFACE INC. DBA SPECTRUM REALTY		Uncoded	Uncoded	Uncoded			
11920	229370	HOME VEMPATI		Uncoded	Uncoded	Uncoded			
11921	229371	HOME2 SUITES GARDEN GROVE		Uncoded	Uncoded	Uncoded			
11922	229372	HOMEFED CORPORATION	-17372	Real estate developers & subdividers	Finance, Insurance & Real Estate	Real Estate	HOMEFED CORPORATION		
11923	229373	HOMEFED FANITA RANCHO	-17372	Uncoded	Uncoded	Uncoded	HOMEFED CORPORATION		
11924	229374	HOMESTEAD REALTY		Uncoded	Uncoded	Uncoded			
11925	229375	HOMEWARD BOUND		Uncoded	Uncoded	Uncoded			
11926	229376	HOMEWOOD VILLAGE RESORT LLC		Resorts	General Business	Lodging & Tourism			
11927	229377	HONAM ASSOCIATION		Uncoded	Uncoded	Uncoded			
11928	229378	HONDA WORLD		Auto dealers, new & used	Transportation	Automotive			
11929	229379	HONESTAS HOLDINGS		Uncoded	Uncoded	Uncoded			
11930	229380	HONEY B SYSTEMS, INC.		Uncoded	Uncoded	Uncoded			
11931	229381	HONEYB SYSTEMS INC		Uncoded	Uncoded	Uncoded			
11932	229382	HONEYLIFE THERAPEUTICS, LLC		Uncoded	Uncoded	Uncoded			
11933	229383	HONEYWELL INT'L PAC	-6348	Uncoded	Uncoded	Uncoded	Honeywell		652.0
11934	229384	HONEYWELL INT. PAC	-6348	Uncoded	Uncoded	Uncoded	Honeywell		652.0
11935	229385	HONEYWELL INTERNATIONAL	-6348	Aircraft manufacturers	Transportation	Air Transport	Honeywell		652.0
11936	229386	HONEYWELL INTERNATIONAL FEDERAL PAC A QUALIFIED MULTICANDIDATE COMMITTEE	-6348	Aircraft manufacturers	Transportation	Air Transport	Honeywell		652.0
11937	229387	HONEYWELL INTERNATIONAL PAC (FEC ID #C00096156)	-6348	Aircraft manufacturers	Transportation	Air Transport	Honeywell		652.0
11938	229388	HONEYWELL INTERNATIONAL PAC (FEDERAL)	-6348	Aircraft manufacturers	Transportation	Air Transport	Honeywell		652.0
11939	229389	HONEYWELL INTERNATIONAL PAC - FEDERAL PAC	-6348	Aircraft manufacturers	Transportation	Air Transport	Honeywell		652.0
11940	229390	HONEYWELL INTERNATIONAL PAC ALL PURPOSE ACCOUNT	-6348	Aircraft manufacturers	Transportation	Air Transport	Honeywell		652.0
11941	229391	HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE (FEC ID#C00096156)	-6348	Aircraft manufacturers	Transportation	Air Transport	Honeywell		652.0
11942	229392	HONG DA INVESTMENT GROUP USA, INC.		Uncoded	Uncoded	Uncoded			
11943	229393	HONG KONG DENIM DESIGN INC		Uncoded	Uncoded	Uncoded			
11944	229394	HONG KONG REALTY MANAGEMENT INC.		Uncoded	Uncoded	Uncoded			
11945	229395	HONG LIANG M.D. INC		Uncoded	Uncoded	Uncoded			
11946	229396	HONG MINH TRAVEL INC.		Uncoded	Uncoded	Uncoded			
11947	229397	HONGWEI MEDICAL GROUP		Uncoded	Uncoded	Uncoded			
11948	229398	HONIG VINEYARD & WINERY		Liquor stores	General Business	Beer, Wine & Liquor			
11949	229399	HONOLULU NAIL ACADEMY		Uncoded	Uncoded	Uncoded			
11950	229400	HONVIET TV		Uncoded	Uncoded	Uncoded			
11951	229401	HOOK & LADDER WINERY		Uncoded	Uncoded	Uncoded			
11952	229402	HOOKAH CHAMBER OF COMMERCE		Uncoded	Uncoded	Uncoded			
11953	229403	HOOKSTON ASSOCIATES, LLC		Uncoded	Uncoded	Uncoded			
11954	229404	HOPYARD ALEHOUSE		Uncoded	Uncoded	Uncoded			
11955	229405	HORIZON NUT LLC(JOEL PERKINS)		Uncoded	Uncoded	Uncoded			
11956	229406	HORIZON THERAPEUTICS USA		Uncoded	Uncoded	Uncoded			
11957	229407	HORIZON THERAPEUTICS USA INC		Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products			
11958	229408	HORNER CHANG FAMILY FOUNDATION		Uncoded	Uncoded	Uncoded			
11959	229409	HORNSTEIN LAW OFFICES		Uncoded	Uncoded	Uncoded			
11960	229410	HOROWITZ BRADLEY REVOCABLE LIVING TRUST		Uncoded	Uncoded	Uncoded			
11961	229411	HOSKINS ENVIRONMENTAL SERVICES LLC		Uncoded	Uncoded	Uncoded			
11962	229412	HOSPITAL MANAGEMENT GROUP, LLC		Uncoded	Uncoded	Uncoded			
11963	229413	HOTEL CALIFORNIA BY THE SEA, LLC		Uncoded	Uncoded	Uncoded			
11964	229414	HOTEL LAGUNA		Uncoded	Uncoded	Uncoded			
11965	229415	HOTEL VIA(JERRY LEAP)		Uncoded	Uncoded	Uncoded			
11966	229416	HOTHI FREIGHTLINES		Uncoded	Uncoded	Uncoded			
11967	229417	HOULDING BROTHERS		Uncoded	Uncoded	Uncoded			
11968	229418	HOULDING FARMS INC.		Uncoded	Uncoded	Uncoded			
11969	229419	HOUSING CONTRACTORS OF CALIFORNIA PAC	-15765	Uncoded	Uncoded	Uncoded	Housing Contractors Of California		
11970	229420	HOUSTORIES		Uncoded	Uncoded	Uncoded			
11971	229421	HOWARD ENGLANDER COMPANY		Uncoded	Uncoded	Uncoded			
11972	229422	HOWARD F. RUBY TRUST		Uncoded	Uncoded	Uncoded			
11973	229423	HOWARD INDUSTRIAL PARTNERS, LLC		Uncoded	Uncoded	Uncoded			
11974	229424	HOWARD INDUSTRIAL PARTNERS-TIM HOWARD		Uncoded	Uncoded	Uncoded			
11975	229425	HOWARD JARVIS ASSOCIATION SCC		Fiscal & tax policy	Ideology/Single Issue	Tax Issues			
11976	229426	HOWARD JARVIS TAXPAYERS ASSOC		Fiscal & tax policy	Ideology/Single Issue	Tax Issues			
11977	229427	HOWARD JARVIS TAXPAYERS ASSOCIATION-SCC		Fiscal & tax policy	Ideology/Single Issue	Tax Issues			
11978	229428	HOYA INSURANCE AGENCY, INC.		Uncoded	Uncoded	Uncoded			
11979	229429	HOYTT ENTERPRISES, INC.		Uncoded	Uncoded	Uncoded			
11980	229430	HPID INC		Uncoded	Uncoded	Uncoded			
11981	229431	HPS MECHANICAL, INC.		Uncoded	Uncoded	Uncoded			
11982	229432	HPT REALTY HIEP PHU THO IN		Uncoded	Uncoded	Uncoded			
11983	229433	HPUL - HABEMATOLEL POMO OF UPPER LAKE	-6072	Uncoded	Uncoded	Uncoded	Habematolel Pomo Of Upper Lake		3556.0
11984	229434	HPUL PROJECT OPERATIONS / HABEMATOLEL POMO OF UPPER LAKE, INCLUDING AGGREGATED CONTRIBUTIONS OF ITS AFFILIATES	-6072	Uncoded	Uncoded	Uncoded	Habematolel Pomo Of Upper Lake		3556.0
11985	229435	HS BROTHERS EXPRESS INC.		Uncoded	Uncoded	Uncoded			
11986	229436	HSIENTEIN PROJECT INVESTMENT LLC		Uncoded	Uncoded	Uncoded			
11987	229437	HUBERT HUMPHREY DEMOCRATIC CLUB		Democratic Party committees	Party	Party Committees			
11988	229438	HUDSON PACIFIC PROPERTIES AND AFFILIATED ENTITIES		Uncoded	Uncoded	Uncoded			
11989	229439	HUDSON RANCH		Uncoded	Uncoded	Uncoded			
11990	229440	HUDSON REAL ESTATE HOLDING GROUP LLC		Uncoded	Uncoded	Uncoded			
11991	229441	HUE OI INC		Uncoded	Uncoded	Uncoded			
11992	229442	HUE OI VIETNAMESE CUISINE		Uncoded	Uncoded	Uncoded			
11993	229443	HUEY-CHIANG MA		Uncoded	Uncoded	Uncoded			
11994	229444	HUFF CONSTRUCTION COMPANY INC.		Construction, unclassified	Construction	General Contractors			
11995	229445	HUFFMAN FOR CONGRESS		Candidate committees	Candidate Contributions	Candidate Committees			
11996	229446	HUGHES FARMS		Uncoded	Uncoded	Uncoded			
11997	229447	HULA'S		Uncoded	Uncoded	Uncoded			
11998	229448	HULSMAN RANCH		Uncoded	Uncoded	Uncoded			
11999	229449	HUMAN RESOURCES OUTSOURCING INC.		Uncoded	Uncoded	Uncoded			
12000	229450	HUMANE SOCIETY LEGISLATIVE FUND OF CA	-6426	Uncoded	Uncoded	Uncoded	Humane Society Of The United States, The		3497.0
12001	229451	HUMANE SOCIETY LEGISLATIVE FUND OF CALIFORNIA PAC		Uncoded	Uncoded	Uncoded			
12002	229452	HUMBOLDT REDWOOD CO LLC (JOHN ANDERSEN)	-6440	Uncoded	Uncoded	Uncoded	Humboldt Redwood Company, LLC		3833.0
12003	229453	HUMBOLDT REDWOOD CO LLC (RESPONSIBLE OFFICER = BOB MERTZ)	-6440	Uncoded	Uncoded	Uncoded	Humboldt Redwood Company, LLC		3833.0
12004	229454	HUMBOLDT REDWOOD CO, INC.(BOB MERTZ)	-6440	Uncoded	Uncoded	Uncoded	Humboldt Redwood Company, LLC		3833.0
12005	229455	HUMBOLDT REDWOOD CO, LLC (BOB MERTZ)	-6440	Uncoded	Uncoded	Uncoded	Humboldt Redwood Company, LLC		3833.0
12006	229456	HUMBOLDT REDWOOD CO. LLC	-6440	Timber companies, sawmills, & others engaged in cutting down trees	Agriculture	Forestry & Forest Products	Humboldt Redwood Company, LLC		3833.0
12007	229457	HUMBOLDT REDWOOD CO., LLC( )	-6440	Timber companies, sawmills, & others engaged in cutting down trees	Agriculture	Forestry & Forest Products	Humboldt Redwood Company, LLC		3833.0
12008	229458	HUMBOLDT REDWOOD CO., LLC(ALEXANDER L. DEAN)	-6440	Uncoded	Uncoded	Uncoded	Humboldt Redwood Company, LLC		3833.0
12009	229459	HUMBOLDT REDWOOD CO., LLC(ROBERT MERTZ)	-6440	Uncoded	Uncoded	Uncoded	Humboldt Redwood Company, LLC		3833.0
12010	229460	HUMBOLDT REDWOOD COMPANY, LLC (RESPONSIBLE OFFICER: BOB MERTZ)	-6440	Uncoded	Uncoded	Uncoded	Humboldt Redwood Company, LLC		3833.0
12011	229461	HUMBOLDT REDWOOD COMPANY, LLC(ALEXANDER DEAN)	-6440	Uncoded	Uncoded	Uncoded	Humboldt Redwood Company, LLC		3833.0
12012	229462	HUMBOLDT REDWOOD COMPANY, LLC(BOB MERTZ)	-6440	Uncoded	Uncoded	Uncoded	Humboldt Redwood Company, LLC		3833.0
12013	229463	HUMBOLT REDWOOD CO., LLC		Uncoded	Uncoded	Uncoded			
12014	229464	HUMEX, INC.		Uncoded	Uncoded	Uncoded			
12015	229465	HUNG THE QUACH, M.D., INC.		Uncoded	Uncoded	Uncoded			
12016	229466	HUNG V ONG MD BELLA CARA DERMATOLOGY		Uncoded	Uncoded	Uncoded			
12017	229467	HUNG V ONG MD INC BELLA CARA DERMATOLOGY		Uncoded	Uncoded	Uncoded			
12018	229468	HUNSAKER & ASSOCIATES SAN DIEGO, INC.		Uncoded	Uncoded	Uncoded			
12019	229469	HUNT HALE JONES ARCHITECTS		Architectural services	Construction	Construction Services			
12020	229470	HUNTINGTON BEACH AUTO DEALERS		Uncoded	Uncoded	Uncoded			
